Run,TID,Flops,Bytes,FPINS,Intops,INTINS
cg.B.x_LARC_C,1249,2117582751,21611195732,161090181,1497263442,738065339
cg.B.x_LARC_C,1253,2133021358,21693759334,162655292,1502574049,736822413
cg.B.x_LARC_C,1261,2105833632,21519428979,162145390,1506793173,752255210
cg.B.x_LARC_C,1247,2107670278,21419616938,160170484,1487037798,732464391
cg.B.x_LARC_C,1256,2109483295,21431820132,161615965,1492315900,736664504
cg.B.x_LARC_C,1233,2107982257,21466755319,158120044,1475319490,721201616
cg.B.x_LARC_A,1237,2113311473,21467382193,159030047,1476609530,719742586
cg.B.x_LARC_A,1255,2110490003,21443781469,161508209,1493174029,737172715
cg.B.x_LARC_A,1264,2121167818,21603425862,163538896,1508727034,747407497
cg.B.x_LARC_A,1243,2108654926,21369435632,159603972,1475563824,720720066
cg.B.x_LARC_A,1238,2117515750,21475110929,159428548,1477484705,718648264
cg.B.x_LARC_A,1260,2106464546,21469308226,162049136,1503377420,748798640
cg.B.x_LARC_A,1259,2129693698,21713015238,163364448,1513836066,748938278
cg.B.x_LARC_A,1251,2100829411,21338227348,160370105,1484322803,732283853
cg.B.x_LARC_A,1248,2111037025,21460266629,160500119,1489312820,733263025
cg.B.x_LARC_A,1242,2101057918,21280480157,158954580,1470618612,719091535
cg.B.x_LARC_A,1245,2102187512,21401349607,159495326,1485778010,733678904
cg.B.x_LARC_A,1234,2117804193,21469758573,158849527,1474216668,715591169
cg.B.x_LARC_A,1240,2128109765,21553528315,160379683,1480356972,717417473
cg.B.x_LARC_A,1235,2113092002,21418827007,158745368,1472261698,715356044
cg.B.x_LARC_A,1254,2104090312,21375773853,161000950,1488443550,734956949
cg.B.x_LARC_A,1257,2124635501,21688255147,162803627,1511354334,748255058
cg.B.x_LARC_A,1250,2113037264,21470199907,160947222,1491778988,734924948
cg.B.x_LARC_A,1239,2126750769,21550574803,160222095,1479856527,716706009
cg.B.x_LARC_A,1244,2113795805,21407952690,160101251,1477050362,719941407
cg.B.x_LARC_A,1246,2112787716,21463340617,160316306,1489207710,732707684
cg.B.x_LARC_A,1262,2116973963,21588003779,162992737,1510772491,751365790
cg.B.x_LARC_A,1241,2083863740,21172529753,157773906,1466987710,722934767
cg.B.x_LARC_A,1258,2120469947,21620523604,162611809,1510419158,749730857
cg.B.x_LARC_A,1252,2118381462,21526185153,161543092,1493888508,734442659
cg.B.x_LARC_A,1263,2117573194,21588934722,163127608,1509042767,749322720
cg.B.x_LARC_A,1236,2118522820,21480595537,159236186,1475431081,716225215
cg.B.x_LARC_A,1249,2117582751,21611195732,161090181,1497263442,738065339
cg.B.x_LARC_A,1253,2133021358,21693759334,162655292,1502574049,736822413
cg.B.x_LARC_A,1261,2105833632,21519428979,162145390,1506793173,752255210
cg.B.x_LARC_A,1247,2107670278,21419616938,160170484,1487037798,732464391
cg.B.x_LARC_A,1256,2109483295,21431820132,161615965,1492315900,736664504
cg.B.x_LARC_A,1233,2107982257,21466755319,158120044,1475319490,721201616
ft.B.x_LARC_A,1320,2971666664,26459756271,300941612,1908610327,1836960126
ft.B.x_LARC_A,1307,2971666664,26460325321,300941612,1908699057,1837052102
ft.B.x_LARC_A,1332,2971666664,26465931177,300941612,1909593060,1837944877
ft.B.x_LARC_A,1329,2971666664,26473267317,300941612,1910232606,1838579404
ft.B.x_LARC_A,1310,2971666664,26455056447,300941612,1907857699,1836211833
ft.B.x_LARC_A,1313,2971666664,26461458847,300941612,1908408744,1836757920
ft.B.x_LARC_A,1324,2971666664,26461319790,300941612,1908858975,1837208404
ft.B.x_LARC_A,1319,2971666664,26463940721,300941612,1909275414,1837627648
ft.B.x_LARC_A,1316,2971666664,26460664140,300941612,1908754325,1837103776
ft.B.x_LARC_A,1314,2971666664,26457315708,300941612,1908218015,1836571541
ft.B.x_LARC_A,1309,2971666664,26464350321,300941612,1908704605,1837056856
ft.B.x_LARC_A,1321,2971666664,26469125483,300941612,1909193038,1837540648
ft.B.x_LARC_A,1306,2971666664,26461961582,300941612,1908959128,1837311806
ft.B.x_LARC_A,1322,2971666664,26459506775,300941612,1908568347,1836921557
ft.B.x_LARC_A,1311,2971666664,26460039381,300941612,1908652380,1837005435
ft.B.x_LARC_A,1330,2971666664,26467314420,300941612,1909813810,1838165271
ft.B.x_LARC_A,1318,2971666664,26460563774,300941612,1908739205,1837088842
ft.B.x_LARC_A,1331,2971666664,26468554170,300941612,1910010599,1838361786
ft.B.x_LARC_A,1326,2971666664,26458453249,300941612,1908399457,1836752777
ft.B.x_LARC_A,1323,2971666664,26456909538,300941612,1908153696,1836507425
ft.B.x_LARC_A,1327,2971666664,26459794585,300941612,1908613281,1836966313
ft.B.x_LARC_A,1325,2971666664,26464829547,300941612,1908809385,1837157921
ft.B.x_LARC_A,1317,2971666664,26469471724,300941612,1909525943,1837873828
ft.B.x_LARC_A,1315,2971666664,26459735267,300941612,1908606259,1836955932
ft.B.x_LARC_A,1334,2971666664,26464471772,300941612,1909360094,1837712152
ft.B.x_LARC_A,1333,2971666664,26472289067,300941612,1909987021,1838337595
ft.B.x_LARC_A,1336,2971666664,26467750993,300941612,1909882433,1838233735
ft.B.x_LARC_A,1335,2971666664,26466468314,300941612,1909678020,1838029624
ft.B.x_LARC_A,1328,2971666664,26460725628,300941612,1908762304,1837115112
ft.B.x_LARC_A,1312,2971666664,26455274855,300941612,1907892396,1836246475
ft.B.x_LARC_A,1308,2971666664,26458960136,300941612,1908480629,1836833925
ft.B.x_LARC_A,1305,2971705452,26479460077,300950321,1909543469,1837810163
ft.B.x_LARC_C,1320,2971666664,26459756271,300941612,1908610327,1836960126
ft.B.x_LARC_C,1307,2971666664,26460325321,300941612,1908699057,1837052102
ft.B.x_LARC_C,1332,2971666664,26465931177,300941612,1909593060,1837944877
ft.B.x_LARC_C,1329,2971666664,26473267317,300941612,1910232606,1838579404
ft.B.x_LARC_C,1310,2971666664,26455056447,300941612,1907857699,1836211833
ft.B.x_LARC_C,1313,2971666664,26461458847,300941612,1908408744,1836757920
ft.B.x_LARC_C,1324,2971666664,26461319790,300941612,1908858975,1837208404
ft.B.x_LARC_C,1319,2971666664,26463940721,300941612,1909275414,1837627648
ft.B.x_LARC_C,1316,2971666664,26460664140,300941612,1908754325,1837103776
ft.B.x_LARC_C,1314,2971666664,26457315708,300941612,1908218015,1836571541
ft.B.x_LARC_C,1309,2971666664,26464350321,300941612,1908704605,1837056856
ft.B.x_LARC_C,1321,2971666664,26469125483,300941612,1909193038,1837540648
ft.B.x_LARC_C,1306,2971666664,26461961582,300941612,1908959128,1837311806
ft.B.x_LARC_C,1322,2971666664,26459506775,300941612,1908568347,1836921557
ft.B.x_LARC_C,1311,2971666664,26460039381,300941612,1908652380,1837005435
ft.B.x_LARC_C,1330,2971666664,26467314420,300941612,1909813810,1838165271
ft.B.x_LARC_C,1318,2971666664,26460563774,300941612,1908739205,1837088842
ft.B.x_LARC_C,1331,2971666664,26468554170,300941612,1910010599,1838361786
ft.B.x_LARC_C,1326,2971666664,26458453249,300941612,1908399457,1836752777
ft.B.x_LARC_C,1323,2971666664,26456909538,300941612,1908153696,1836507425
ft.B.x_LARC_C,1327,2971666664,26459794585,300941612,1908613281,1836966313
ft.B.x_LARC_C,1325,2971666664,26464829547,300941612,1908809385,1837157921
ft.B.x_LARC_C,1317,2971666664,26469471724,300941612,1909525943,1837873828
ft.B.x_LARC_C,1315,2971666664,26459735267,300941612,1908606259,1836955932
ft.B.x_LARC_C,1334,2971666664,26464471772,300941612,1909360094,1837712152
ft.B.x_LARC_C,1333,2971666664,26472289067,300941612,1909987021,1838337595
ft.B.x_LARC_C,1336,2971666664,26467750993,300941612,1909882433,1838233735
ft.B.x_LARC_C,1335,2971666664,26466468314,300941612,1909678020,1838029624
ft.B.x_LARC_C,1328,2971666664,26460725628,300941612,1908762304,1837115112
ft.B.x_LARC_C,1312,2971666664,26455274855,300941612,1907892396,1836246475
ft.B.x_LARC_C,1308,2971666664,26458960136,300941612,1908480629,1836833925
ft.B.x_LARC_C,1305,2971705452,26479460077,300950321,1909543469,1837810163
ft.B.x_A64FX_32,1320,2971666664,26459756271,300941612,1908610327,1836960126
ft.B.x_A64FX_32,1307,2971666664,26460325321,300941612,1908699057,1837052102
ft.B.x_A64FX_32,1332,2971666664,26465931177,300941612,1909593060,1837944877
ft.B.x_A64FX_32,1329,2971666664,26473267317,300941612,1910232606,1838579404
ft.B.x_A64FX_32,1310,2971666664,26455056447,300941612,1907857699,1836211833
ft.B.x_A64FX_32,1313,2971666664,26461458847,300941612,1908408744,1836757920
ft.B.x_A64FX_32,1324,2971666664,26461319790,300941612,1908858975,1837208404
ft.B.x_A64FX_32,1319,2971666664,26463940721,300941612,1909275414,1837627648
ft.B.x_A64FX_32,1316,2971666664,26460664140,300941612,1908754325,1837103776
ft.B.x_A64FX_32,1314,2971666664,26457315708,300941612,1908218015,1836571541
ft.B.x_A64FX_32,1309,2971666664,26464350321,300941612,1908704605,1837056856
ft.B.x_A64FX_32,1321,2971666664,26469125483,300941612,1909193038,1837540648
ft.B.x_A64FX_32,1306,2971666664,26461961582,300941612,1908959128,1837311806
ft.B.x_A64FX_32,1322,2971666664,26459506775,300941612,1908568347,1836921557
ft.B.x_A64FX_32,1311,2971666664,26460039381,300941612,1908652380,1837005435
ft.B.x_A64FX_32,1330,2971666664,26467314420,300941612,1909813810,1838165271
ft.B.x_A64FX_32,1318,2971666664,26460563774,300941612,1908739205,1837088842
ft.B.x_A64FX_32,1331,2971666664,26468554170,300941612,1910010599,1838361786
ft.B.x_A64FX_32,1326,2971666664,26458453249,300941612,1908399457,1836752777
ft.B.x_A64FX_32,1323,2971666664,26456909538,300941612,1908153696,1836507425
ft.B.x_A64FX_32,1327,2971666664,26459794585,300941612,1908613281,1836966313
ft.B.x_A64FX_32,1325,2971666664,26464829547,300941612,1908809385,1837157921
ft.B.x_A64FX_32,1317,2971666664,26469471724,300941612,1909525943,1837873828
ft.B.x_A64FX_32,1315,2971666664,26459735267,300941612,1908606259,1836955932
ft.B.x_A64FX_32,1334,2971666664,26464471772,300941612,1909360094,1837712152
ft.B.x_A64FX_32,1333,2971666664,26472289067,300941612,1909987021,1838337595
ft.B.x_A64FX_32,1336,2971666664,26467750993,300941612,1909882433,1838233735
ft.B.x_A64FX_32,1335,2971666664,26466468314,300941612,1909678020,1838029624
ft.B.x_A64FX_32,1328,2971666664,26460725628,300941612,1908762304,1837115112
ft.B.x_A64FX_32,1312,2971666664,26455274855,300941612,1907892396,1836246475
ft.B.x_A64FX_32,1308,2971666664,26458960136,300941612,1908480629,1836833925
ft.B.x_A64FX_32,1305,2971705452,26479460077,300950321,1909543469,1837810163
ft.W.x_A64FX,1294,3815829848,33309320225,386773572,2439657877,2345243664
ft.W.x_A64FX,1304,3793920304,33146641403,384346692,2429156725,2335332310
ft.W.x_A64FX,1300,3815547184,33303293935,386509380,2438275430,2344130036
ft.W.x_A64FX,1303,3793920304,33148897686,384346692,2429517032,2335692209
ft.W.x_A64FX,1298,3815547184,33303280741,386509380,2438273326,2344127959
ft.W.x_A64FX,1296,3815829848,33303431339,386773572,2438719090,2344306165
ft.W.x_A64FX,1297,3815547184,33299339325,386509380,2437270928,2343126310
ft.W.x_A64FX,1302,3793920304,33149921726,384346692,2429679616,2335854579
ft.W.x_A64FX,1299,3815547184,33301570221,386509380,2438000712,2343855662
ft.W.x_A64FX,1301,3793920304,33145989271,384346692,2428730656,2334909858
ft.W.x_A64FX,1295,3815829848,33303459122,386773572,2438723524,2344310572
ft.W.x_A64FX,1293,3815850190,33322762325,386778981,2439864914,2345367282
is.B.x_A64FX_32,1864,70255315,714294997,48235002,141995069,141990939
is.B.x_A64FX_32,1868,70255375,708991617,48235044,140636223,140632501
is.B.x_A64FX_32,1892,70255495,708309513,48235128,140913182,140909124
is.B.x_A64FX_32,1870,70255375,706098054,48235044,140439066,140435794
is.B.x_A64FX_32,1877,70255375,708522863,48235044,140334824,140330549
is.B.x_A64FX_32,1880,70255435,709471259,48235086,141379974,141376144
is.B.x_A64FX_32,1883,70255435,708346998,48235086,141066187,141062519
is.B.x_A64FX_32,1884,70255465,711154259,48235107,141469555,141465321
is.B.x_A64FX_32,1873,70255375,708008424,48235044,140814497,140810952
is.B.x_A64FX_32,1882,70255435,706776702,48235086,140369393,140365357
is.B.x_A64FX_32,1879,70255405,708232048,48235065,141080834,141077115
is.B.x_A64FX_32,1891,70255465,704562077,48235107,139806964,139802934
is.B.x_A64FX_32,1878,70255405,710779999,48235065,141727803,141723894
is.B.x_A64FX_32,1889,70255435,707760279,48235086,140975945,140971970
is.B.x_A64FX_32,1890,70255465,706154713,48235107,140682373,140678752
is.B.x_A64FX_32,1867,70255345,711265480,48235023,141168853,141164858
is.B.x_A64FX_32,1863,70255285,710074370,48234981,140838773,140834821
is.B.x_A64FX_32,1875,70255405,709037812,48235065,140498489,140494195
is.B.x_A64FX_32,1865,70255315,708851998,48235002,140879637,140876206
is.B.x_A64FX_32,1887,70255435,704194473,48235086,140197002,140193463
is.B.x_A64FX_32,1871,70255375,706157742,48235044,140402742,140399420
is.B.x_A64FX_32,1862,70255255,713090171,48234960,141830850,141827107
is.B.x_A64FX_32,1869,70255345,710861929,48235023,141128361,141124678
is.B.x_A64FX_32,1874,70255405,712374614,48235065,141741811,141737786
is.B.x_A64FX_32,1876,70255435,711443203,48235086,141400241,141396189
is.B.x_A64FX_32,1888,70255465,703359012,48235107,139887020,139883438
is.B.x_A64FX_32,1886,70255435,704211765,48235086,140113684,140110007
is.B.x_A64FX_32,1885,70255405,706538703,48235065,140358029,140354173
is.B.x_A64FX_32,1866,70255345,709171720,48235023,140486840,140482790
is.B.x_A64FX_32,1872,70255405,705228308,48235065,140352205,140349238
is.B.x_A64FX_32,1881,70255405,707477880,48235065,140649862,140645849
is.B.x_A64FX_32,1861,70254637,719510400,48234525,140814691,140718900
is.B.x_LARC_A,1864,70255315,714294997,48235002,141995069,141990939
is.B.x_LARC_A,1868,70255375,708991617,48235044,140636223,140632501
is.B.x_LARC_A,1892,70255495,708309513,48235128,140913182,140909124
is.B.x_LARC_A,1870,70255375,706098054,48235044,140439066,140435794
is.B.x_LARC_A,1877,70255375,708522863,48235044,140334824,140330549
is.B.x_LARC_A,1880,70255435,709471259,48235086,141379974,141376144
is.B.x_LARC_A,1883,70255435,708346998,48235086,141066187,141062519
is.B.x_LARC_A,1884,70255465,711154259,48235107,141469555,141465321
is.B.x_LARC_A,1873,70255375,708008424,48235044,140814497,140810952
is.B.x_LARC_A,1882,70255435,706776702,48235086,140369393,140365357
is.B.x_LARC_A,1879,70255405,708232048,48235065,141080834,141077115
is.B.x_LARC_A,1891,70255465,704562077,48235107,139806964,139802934
is.B.x_LARC_A,1878,70255405,710779999,48235065,141727803,141723894
is.B.x_LARC_A,1889,70255435,707760279,48235086,140975945,140971970
is.B.x_LARC_A,1890,70255465,706154713,48235107,140682373,140678752
is.B.x_LARC_A,1867,70255345,711265480,48235023,141168853,141164858
is.B.x_LARC_A,1863,70255285,710074370,48234981,140838773,140834821
is.B.x_LARC_A,1875,70255405,709037812,48235065,140498489,140494195
is.B.x_LARC_A,1865,70255315,708851998,48235002,140879637,140876206
is.B.x_LARC_A,1887,70255435,704194473,48235086,140197002,140193463
is.B.x_LARC_A,1871,70255375,706157742,48235044,140402742,140399420
is.B.x_LARC_A,1862,70255255,713090171,48234960,141830850,141827107
is.B.x_LARC_A,1869,70255345,710861929,48235023,141128361,141124678
is.B.x_LARC_A,1874,70255405,712374614,48235065,141741811,141737786
is.B.x_LARC_A,1876,70255435,711443203,48235086,141400241,141396189
is.B.x_LARC_A,1888,70255465,703359012,48235107,139887020,139883438
is.B.x_LARC_A,1886,70255435,704211765,48235086,140113684,140110007
is.B.x_LARC_A,1885,70255405,706538703,48235065,140358029,140354173
is.B.x_LARC_A,1866,70255345,709171720,48235023,140486840,140482790
is.B.x_LARC_A,1872,70255405,705228308,48235065,140352205,140349238
is.B.x_LARC_A,1881,70255405,707477880,48235065,140649862,140645849
is.B.x_LARC_A,1861,70254637,719510400,48234525,140814691,140718900
is.B.x_LARC_C,1864,70255315,714294997,48235002,141995069,141990939
is.B.x_LARC_C,1868,70255375,708991617,48235044,140636223,140632501
is.B.x_LARC_C,1892,70255495,708309513,48235128,140913182,140909124
is.B.x_LARC_C,1870,70255375,706098054,48235044,140439066,140435794
is.B.x_LARC_C,1877,70255375,708522863,48235044,140334824,140330549
is.B.x_LARC_C,1880,70255435,709471259,48235086,141379974,141376144
is.B.x_LARC_C,1883,70255435,708346998,48235086,141066187,141062519
is.B.x_LARC_C,1884,70255465,711154259,48235107,141469555,141465321
is.B.x_LARC_C,1873,70255375,708008424,48235044,140814497,140810952
is.B.x_LARC_C,1882,70255435,706776702,48235086,140369393,140365357
is.B.x_LARC_C,1879,70255405,708232048,48235065,141080834,141077115
is.B.x_LARC_C,1891,70255465,704562077,48235107,139806964,139802934
is.B.x_LARC_C,1878,70255405,710779999,48235065,141727803,141723894
is.B.x_LARC_C,1889,70255435,707760279,48235086,140975945,140971970
is.B.x_LARC_C,1890,70255465,706154713,48235107,140682373,140678752
is.B.x_LARC_C,1867,70255345,711265480,48235023,141168853,141164858
is.B.x_LARC_C,1863,70255285,710074370,48234981,140838773,140834821
is.B.x_LARC_C,1875,70255405,709037812,48235065,140498489,140494195
is.B.x_LARC_C,1865,70255315,708851998,48235002,140879637,140876206
is.B.x_LARC_C,1887,70255435,704194473,48235086,140197002,140193463
is.B.x_LARC_C,1871,70255375,706157742,48235044,140402742,140399420
is.B.x_LARC_C,1862,70255255,713090171,48234960,141830850,141827107
is.B.x_LARC_C,1869,70255345,710861929,48235023,141128361,141124678
is.B.x_LARC_C,1874,70255405,712374614,48235065,141741811,141737786
is.B.x_LARC_C,1876,70255435,711443203,48235086,141400241,141396189
is.B.x_LARC_C,1888,70255465,703359012,48235107,139887020,139883438
is.B.x_LARC_C,1886,70255435,704211765,48235086,140113684,140110007
is.B.x_LARC_C,1885,70255405,706538703,48235065,140358029,140354173
is.B.x_LARC_C,1866,70255345,709171720,48235023,140486840,140482790
is.B.x_LARC_C,1872,70255405,705228308,48235065,140352205,140349238
is.B.x_LARC_C,1881,70255405,707477880,48235065,140649862,140645849
is.B.x_LARC_C,1861,70254637,719510400,48234525,140814691,140718900
is.B.x_A64FX,1924,187346384,1859006415,128625886,371049892,371043058
is.B.x_A64FX,1929,187346714,1854772387,128626117,370469312,370462890
is.B.x_A64FX,1923,187346654,1857419109,128626075,370798039,370791433
is.B.x_A64FX,1927,187346414,1851734842,128625907,370280679,370274937
is.B.x_A64FX,1922,187346624,1857830572,128626054,370878556,370871831
is.B.x_A64FX,1931,187346774,1854453673,128626159,370380155,370373853
is.B.x_A64FX,1930,187346474,1852560759,128625949,369987642,369981551
is.B.x_A64FX,1926,187346744,1853552878,128626138,370676374,370670473
is.B.x_A64FX,1925,187346684,1855929071,128626096,370680546,370674057
is.B.x_A64FX,1932,187346506,1857299817,128625975,370679617,370672715
is.B.x_A64FX,1928,187346744,1853253878,128626138,370552681,370546694
is.B.x_A64FX,1921,187345646,1866650627,128625367,371232660,371134313
ep.B.x_A64FX_32,130,2620747290,26183349554,1070866224,903608697,283146160
ep.B.x_A64FX_32,137,2621419914,26183452742,1071119418,902901309,282281489
ep.B.x_A64FX_32,148,2621260282,26182745526,1071059556,903019604,282437654
ep.B.x_A64FX_32,149,2621136626,26179747609,1071013505,902717219,282164762
ep.B.x_A64FX_32,146,2621203450,26182757905,1071037924,903045172,282477112
ep.B.x_A64FX_32,140,2621147218,26181281446,1071016837,902949117,282394591
ep.B.x_A64FX_32,142,2621192274,26183609414,1071033733,902992191,282426860
ep.B.x_A64FX_32,133,2621075410,26179446857,1070989909,902759286,282219005
ep.B.x_A64FX_32,125,2621143922,26181709512,1071014641,903018529,282465849
ep.B.x_A64FX_32,124,2621279458,26182943612,1071065147,903021769,282437181
ep.B.x_A64FX_32,139,2621441138,26184907604,1071127057,903105812,282481036
ep.B.x_A64FX_32,144,2621284130,26183476241,1071068499,903101938,282514191
ep.B.x_A64FX_32,138,2621070058,26181656218,1070987582,902853228,282317609
ep.B.x_A64FX_32,127,2621030034,26180082657,1070972253,902926410,282400586
ep.B.x_A64FX_32,126,2620890746,26180584879,1070919700,903129880,282637360
ep.B.x_A64FX_32,131,2621416866,26184209712,1071117635,903032145,282413639
ep.B.x_A64FX_32,135,2621181978,26182300528,1071029872,903063758,282500781
ep.B.x_A64FX_32,147,2621374594,26184248831,1071102423,903099385,282490080
ep.B.x_A64FX_32,134,2621559426,26188815799,1071171095,903443128,282790062
ep.B.x_A64FX_32,150,2621094666,26184538001,1070997450,903423860,282880781
ep.B.x_A64FX_32,151,2621492938,26185243603,1071147122,903083397,282445534
ep.B.x_A64FX_32,128,2621241410,26182398962,1071051519,902989808,282413551
ep.B.x_A64FX_32,129,2621120658,26180627459,1071006557,902879631,282331916
ep.B.x_A64FX_32,132,2621605890,26186486619,1071188519,903120124,282456467
ep.B.x_A64FX_32,136,2620924578,26178055404,1070933347,902751933,282250731
ep.B.x_A64FX_32,141,2621085338,26180261384,1070993952,902874347,282334282
ep.B.x_A64FX_32,152,2620834258,26178386143,1070900117,902938629,282457897
ep.B.x_A64FX_32,143,2621118426,26175697804,1071006360,902099100,281552251
ep.B.x_A64FX_32,123,2621346530,26184107171,1071089979,903112243,282511913
ep.B.x_A64FX_32,145,2621251466,26182114900,1071056570,902934790,282354665
ep.B.x_A64FX_32,153,2621214930,26182150427,1071043189,902988047,282416170
ep.B.x_A64FX_32,122,2621216461,26195833978,1071040625,903942736,283294959
ep.B.x_LARC_A,130,2620747290,26183349554,1070866224,903608697,283146160
ep.B.x_LARC_A,137,2621419914,26183452742,1071119418,902901309,282281489
ep.B.x_LARC_A,148,2621260282,26182745526,1071059556,903019604,282437654
ep.B.x_LARC_A,149,2621136626,26179747609,1071013505,902717219,282164762
ep.B.x_LARC_A,146,2621203450,26182757905,1071037924,903045172,282477112
ep.B.x_LARC_A,140,2621147218,26181281446,1071016837,902949117,282394591
ep.B.x_LARC_A,142,2621192274,26183609414,1071033733,902992191,282426860
